Area,Date,Unadjusted CPI Index
"Denver-Aurora-Lakewood, CO",11/1/20,271.837
"Minneapolis-St.Paul-Bloomington, MN-WI",11/1/20,255.362
"Riverside-San Bernardino-Ontario, CA(4)",11/1/20,108.626
"San Diego-Carlsbad, CA",11/1/20,306.334
"Tampa-St. Petersburg-Clearwater, FL(8)",11/1/20,236.989
Urban Hawaii,11/1/20,286.872
"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",11/1/20,268.7
U.S. city average,12/1/20,260.474
Region and area size(2),12/1/20,
Northeast,12/1/20,274.225
Northeast - Size Class A,12/1/20,278.054
Northeast - Size Class B/C(3),12/1/20,161.044
New England(4),12/1/20,105.101
Middle Atlantic(4),12/1/20,105.181
Midwest,12/1/20,241.453
Midwest - Size Class A,12/1/20,242.358
Midwest - Size Class B/C(3),12/1/20,154.261
East North Central(4),12/1/20,104.479
West North Central(4),12/1/20,105.307
South,12/1/20,250.693
South - Size Class A,12/1/20,255.035
South - Size Class B/C(3),12/1/20,158.502
South Atlantic(4),12/1/20,106.154
East South Central(4),12/1/20,104.179
West South Central(4),12/1/20,103.651
West,12/1/20,276.593
West - Size Class A,12/1/20,285.258
West - Size Class B/C(3),12/1/20,160.84
Mountain(4),12/1/20,107.489
Pacific(4),12/1/20,107.471
Size classes,12/1/20,
Size Class A(5),12/1/20,240.307
Size Class B/C(3),12/1/20,158.483
Selected local areas,12/1/20,
"Chicago-Naperville-Elgin, IL-IN-WI",12/1/20,244.235
"Los Angeles-Long Beach-Anaheim, CA",12/1/20,279.56
"New York-Newark-Jersey City, NY-NJ-PA",12/1/20,284.35
"Atlanta-Sandy Springs-Roswell, GA",12/1/20,249.051
"Baltimore-Columbia-Towson, MD(6)",12/1/20,261.535
"Detroit-Warren-Dearborn, MI",12/1/20,239.089
"Houston-The Woodlands-Sugar Land, TX",12/1/20,230.388
"Miami-Fort Lauderdale-West Palm Beach, FL",12/1/20,273.774
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",12/1/20,259.991
"Phoenix-Mesa-Scottsdale, AZ(7)",12/1/20,145.66
"San Francisco-Oakland-Hayward, CA",12/1/20,302.948
"Seattle-Tacoma-Bellevue, WA",12/1/20,283.409
"St. Louis, MO-IL",12/1/20,234.239
Urban Alaska,12/1/20,227.259
"Boston-Cambridge-Newton, MA-NH",12/1/20,
"Dallas-Fort Worth-Arlington, TX",12/1/20,
"Denver-Aurora-Lakewood, CO",12/1/20,
"Minneapolis-St.Paul-Bloomington, MN-WI",12/1/20,
"Riverside-San Bernardino-Ontario, CA(4)",12/1/20,
"San Diego-Carlsbad, CA",12/1/20,
"Tampa-St. Petersburg-Clearwater, FL(8)",12/1/20,
Urban Hawaii,12/1/20,
"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",12/1/20,
U.S. city average,1/1/21,261.582
Region and area size(2),1/1/21,
Northeast,1/1/21,275.427
Northeast - Size Class A,1/1/21,279.172
Northeast - Size Class B/C(3),1/1/21,161.827
New England(4),1/1/21,105.658
Middle Atlantic(4),1/1/21,105.606
Midwest,1/1/21,242.552
Midwest - Size Class A,1/1/21,242.716
Midwest - Size Class B/C(3),1/1/21,155.244
East North Central(4),1/1/21,105.024
West North Central(4),1/1/21,105.629
South,1/1/21,252.067
South - Size Class A,1/1/21,256.377
South - Size Class B/C(3),1/1/21,159.392
South Atlantic(4),1/1/21,106.719
East South Central(4),1/1/21,105.077
West South Central(4),1/1/21,104.111
West,1/1/21,277.238
West - Size Class A,1/1/21,285.948
West - Size Class B/C(3),1/1/21,161.199
Mountain(4),1/1/21,107.854
Pacific(4),1/1/21,107.68
Size classes,1/1/21,
Size Class A(5),1/1/21,241.145
Size Class B/C(3),1/1/21,159.26
Selected local areas,1/1/21,
"Chicago-Naperville-Elgin, IL-IN-WI",1/1/21,246.008
"Los Angeles-Long Beach-Anaheim, CA",1/1/21,280.178
"New York-Newark-Jersey City, NY-NJ-PA",1/1/21,285.525
"Atlanta-Sandy Springs-Roswell, GA",1/1/21,
"Baltimore-Columbia-Towson, MD(6)",1/1/21,
"Detroit-Warren-Dearborn, MI",1/1/21,
"Houston-The Woodlands-Sugar Land, TX",1/1/21,
"Miami-Fort Lauderdale-West Palm Beach, FL",1/1/21,
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1/1/21,
"Phoenix-Mesa-Scottsdale, AZ(7)",1/1/21,
"San Francisco-Oakland-Hayward, CA",1/1/21,
"Seattle-Tacoma-Bellevue, WA",1/1/21,
"St. Louis, MO-IL",1/1/21,
Urban Alaska,1/1/21,
"Boston-Cambridge-Newton, MA-NH",1/1/21,286.615
"Dallas-Fort Worth-Arlington, TX",1/1/21,242.513
"Denver-Aurora-Lakewood, CO",1/1/21,272.156
"Minneapolis-St.Paul-Bloomington, MN-WI",1/1/21,256.379
"Riverside-San Bernardino-Ontario, CA(4)",1/1/21,109.55
"San Diego-Carlsbad, CA",1/1/21,307.688
"Tampa-St. Petersburg-Clearwater, FL(8)",1/1/21,239.135
Urban Hawaii,1/1/21,287.634
"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",1/1/21,270.535
U.S. city average,2/1/21,263.014
Region and area size(2),2/1/21,
Northeast,2/1/21,276.473
Northeast - Size Class A,2/1/21,280.132
Northeast - Size Class B/C(3),2/1/21,162.517
New England(4),2/1/21,105.962
Middle Atlantic(4),2/1/21,106.044
Midwest,2/1/21,244.477
Midwest - Size Class A,2/1/21,244.759
Midwest - Size Class B/C(3),2/1/21,156.432
East North Central(4),2/1/21,105.925
West North Central(4),2/1/21,106.315
South,2/1/21,253.386
South - Size Class A,2/1/21,257.802
South - Size Class B/C(3),2/1/21,160.195
South Atlantic(4),2/1/21,107.243
East South Central(4),2/1/21,105.706
West South Central(4),2/1/21,104.684
West,2/1/21,278.702
West - Size Class A,2/1/21,287.47
West - Size Class B/C(3),2/1/21,162.042
Mountain(4),2/1/21,108.386
Pacific(4),2/1/21,108.262
Size classes,2/1/21,
Size Class A(5),2/1/21,242.447
Size Class B/C(3),2/1/21,160.141
Selected local areas,2/1/21,
"Chicago-Naperville-Elgin, IL-IN-WI",2/1/21,247.387
"Los Angeles-Long Beach-Anaheim, CA",2/1/21,281.347
"New York-Newark-Jersey City, NY-NJ-PA",2/1/21,286.474
"Atlanta-Sandy Springs-Roswell, GA",2/1/21,252.972
"Baltimore-Columbia-Towson, MD(6)",2/1/21,261.917
"Detroit-Warren-Dearborn, MI",2/1/21,240.57
"Houston-The Woodlands-Sugar Land, TX",2/1/21,232.442
"Miami-Fort Lauderdale-West Palm Beach, FL",2/1/21,275.849
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2/1/21,262.167
"Phoenix-Mesa-Scottsdale, AZ(7)",2/1/21,147.186
"San Francisco-Oakland-Hayward, CA",2/1/21,304.387
"Seattle-Tacoma-Bellevue, WA",2/1/21,286.95
"St. Louis, MO-IL",2/1/21,237.018
Urban Alaska,2/1/21,229.478
"Boston-Cambridge-Newton, MA-NH",2/1/21,
"Dallas-Fort Worth-Arlington, TX",2/1/21,
"Denver-Aurora-Lakewood, CO",2/1/21,
"Minneapolis-St.Paul-Bloomington, MN-WI",2/1/21,
"Riverside-San Bernardino-Ontario, CA(4)",2/1/21,
"San Diego-Carlsbad, CA",2/1/21,
"Tampa-St. Petersburg-Clearwater, FL(8)",2/1/21,
Urban Hawaii,2/1/21,
"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",2/1/21,
U.S. city average,{year}-03-01,264.877
Region and area size(2),{year}-03-01,
Northeast,{year}-03-01,278.197
Northeast - Size Class A,{year}-03-01,281.336
Northeast - Size Class B/C(3),{year}-03-01,163.941
New England(4),{year}-03-01,106.992
Middle Atlantic(4),{year}-03-01,106.567
Midwest,{year}-03-01,246.246
Midwest - Size Class A,{year}-03-01,246.627
Midwest - Size Class B/C(3),{year}-03-01,157.528
East North Central(4),{year}-03-01,106.623
West North Central(4),{year}-03-01,107.239
South,{year}-03-01,255.319
South - Size Class A,{year}-03-01,259.712
South - Size Class B/C(3),{year}-03-01,161.438
South Atlantic(4),{year}-03-01,107.943
East South Central(4),{year}-03-01,106.817
West South Central(4),{year}-03-01,105.565
West,{year}-03-01,280.625
West - Size Class A,{year}-03-01,289.308
West - Size Class B/C(3),{year}-03-01,163.257
Mountain(4),{year}-03-01,109.308
Pacific(4),{year}-03-01,108.947
Size classes,{year}-03-01,
Size Class A(5),{year}-03-01,243.99
Size Class B/C(3),{year}-03-01,161.373
Selected local areas,{year}-03-01,
"Chicago-Naperville-Elgin, IL-IN-WI",{year}-03-01,248.984
"Los Angeles-Long Beach-Anaheim, CA",{year}-03-01,282.648
"New York-Newark-Jersey City, NY-NJ-PA",{year}-03-01,287.481
"Atlanta-Sandy Springs-Roswell, GA",{year}-03-01,
"Baltimore-Columbia-Towson, MD(6)",{year}-03-01,
"Detroit-Warren-Dearborn, MI",{year}-03-01,
"Houston-The Woodlands-Sugar Land, TX",{year}-03-01,
"Miami-Fort Lauderdale-West Palm Beach, FL",{year}-03-01,
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",{year}-03-01,
"Phoenix-Mesa-Scottsdale, AZ(7)",{year}-03-01,
"San Francisco-Oakland-Hayward, CA",{year}-03-01,
"Seattle-Tacoma-Bellevue, WA",{year}-03-01,
"St. Louis, MO-IL",{year}-03-01,
Urban Alaska,{year}-03-01,
"Boston-Cambridge-Newton, MA-NH",{year}-03-01,289.24
"Dallas-Fort Worth-Arlington, TX",{year}-03-01,246.995
"Denver-Aurora-Lakewood, CO",{year}-03-01,274.43
"Minneapolis-St.Paul-Bloomington, MN-WI",{year}-03-01,259.187
"Riverside-San Bernardino-Ontario, CA(4)",{year}-03-01,110.981
"San Diego-Carlsbad, CA",{year}-03-01,315.035
"Tampa-St. Petersburg-Clearwater, FL(8)",{year}-03-01,242.91
Urban Hawaii,{year}-03-01,290.361
"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",{year}-03-01,272.347
U.S. city average,4/1/21,267.054
Region and area size(2),4/1/21,
Northeast,4/1/21,280.234
Northeast - Size Class A,4/1/21,283.282
Northeast - Size Class B/C(3),4/1/21,165.227
New England(4),4/1/21,107.566
Middle Atlantic(4),4/1/21,107.426
Midwest,4/1/21,248.169
Midwest - Size Class A,4/1/21,248.593
Midwest - Size Class B/C(3),4/1/21,158.742
East North Central(4),4/1/21,107.47
West North Central(4),4/1/21,108.042
South,4/1/21,257.207
South - Size Class A,4/1/21,261.489
South - Size Class B/C(3),4/1/21,162.686
South Atlantic(4),4/1/21,108.722
East South Central(4),4/1/21,107.669
West South Central(4),4/1/21,106.354
West,4/1/21,283.507
West - Size Class A,4/1/21,292.049
West - Size Class B/C(3),4/1/21,165.088
Mountain(4),4/1/21,110.748
Pacific(4),4/1/21,109.951
Size classes,4/1/21,
Size Class A(5),4/1/21,245.908
Size Class B/C(3),4/1/21,162.748
Selected local areas,4/1/21,
"Chicago-Naperville-Elgin, IL-IN-WI",4/1/21,251.491
"Los Angeles-Long Beach-Anaheim, CA",4/1/21,285.808
"New York-Newark-Jersey City, NY-NJ-PA",4/1/21,289.493
"Atlanta-Sandy Springs-Roswell, GA",4/1/21,257.074
"Baltimore-Columbia-Towson, MD(6)",4/1/21,266.534
"Detroit-Warren-Dearborn, MI",4/1/21,244.708
"Houston-The Woodlands-Sugar Land, TX",4/1/21,236.604
"Miami-Fort Lauderdale-West Palm Beach, FL",4/1/21,280.39
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",4/1/21,265.355
"Phoenix-Mesa-Scottsdale, AZ(7)",4/1/21,150.787
"San Francisco-Oakland-Hayward, CA",4/1/21,309.419
"Seattle-Tacoma-Bellevue, WA",4/1/21,290.068
"St. Louis, MO-IL",4/1/21,242.022
Urban Alaska,4/1/21,233.519
"Boston-Cambridge-Newton, MA-NH",4/1/21,
"Dallas-Fort Worth-Arlington, TX",4/1/21,
"Denver-Aurora-Lakewood, CO",4/1/21,
"Minneapolis-St.Paul-Bloomington, MN-WI",4/1/21,
"Riverside-San Bernardino-Ontario, CA(4)",4/1/21,
"San Diego-Carlsbad, CA",4/1/21,
"Tampa-St. Petersburg-Clearwater, FL(8)",4/1/21,
Urban Hawaii,4/1/21,
"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",4/1/21,
U.S. city average,5/1/21,269.195
Region and area size(2),5/1/21,
Northeast,5/1/21,281.858
Northeast - Size Class A,5/1/21,284.757
Northeast - Size Class B/C(3),5/1/21,166.31
New England(4),5/1/21,107.843
Middle Atlantic(4),5/1/21,108.177
Midwest,5/1/21,250.582
Midwest - Size Class A,5/1/21,250.644
Midwest - Size Class B/C(3),5/1/21,160.424
East North Central(4),5/1/21,108.498
West North Central(4),5/1/21,109.132
South,5/1/21,259.343
South - Size Class A,5/1/21,263.638
South - Size Class B/C(3),5/1/21,164.045
South Atlantic(4),5/1/21,109.507
East South Central(4),5/1/21,108.861
West South Central(4),5/1/21,107.324
West,5/1/21,285.793
West - Size Class A,5/1/21,293.814
West - Size Class B/C(3),5/1/21,166.813
Mountain(4),5/1/21,111.939
Pacific(4),5/1/21,110.731
Size classes,5/1/21,
Size Class A(5),5/1/21,247.581
Size Class B/C(3),5/1/21,164.217
Selected local areas,5/1/21,
"Chicago-Naperville-Elgin, IL-IN-WI",5/1/21,253.934
"Los Angeles-Long Beach-Anaheim, CA",5/1/21,287.62
"New York-Newark-Jersey City, NY-NJ-PA",5/1/21,290.991
"Atlanta-Sandy Springs-Roswell, GA",5/1/21,
"Baltimore-Columbia-Towson, MD(6)",5/1/21,
"Detroit-Warren-Dearborn, MI",5/1/21,
"Houston-The Woodlands-Sugar Land, TX",5/1/21,
"Miami-Fort Lauderdale-West Palm Beach, FL",5/1/21,
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",5/1/21,
"Phoenix-Mesa-Scottsdale, AZ(7)",5/1/21,
"San Francisco-Oakland-Hayward, CA",5/1/21,
"Seattle-Tacoma-Bellevue, WA",5/1/21,
"St. Louis, MO-IL",5/1/21,
Urban Alaska,5/1/21,
"Boston-Cambridge-Newton, MA-NH",5/1/21,291.667
"Dallas-Fort Worth-Arlington, TX",5/1/21,251.228
"Denver-Aurora-Lakewood, CO",5/1/21,280.154
"Minneapolis-St.Paul-Bloomington, MN-WI",5/1/21,262.898
"Riverside-San Bernardino-Ontario, CA(4)",5/1/21,113.222
"San Diego-Carlsbad, CA",5/1/21,317.141
"Tampa-St. Petersburg-Clearwater, FL(8)",5/1/21,245.419
Urban Hawaii,5/1/21,296.559
"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",5/1/21,275.822
U.S. city average,6/1/21,271.696
Region and area size(2),6/1/21,
Northeast,6/1/21,284.741
Northeast - Size Class A,6/1/21,287.645
Northeast - Size Class B/C(3),6/1/21,168.03
New England(4),6/1/21,108.737
Middle Atlantic(4),6/1/21,109.362
Midwest,6/1/21,253.042
Midwest - Size Class A,6/1/21,252.908
Midwest - Size Class B/C(3),6/1/21,162.072
East North Central(4),6/1/21,109.476
West North Central(4),6/1/21,110.4
South,6/1/21,261.668
South - Size Class A,6/1/21,265.604
South - Size Class B/C(3),6/1/21,165.666
South Atlantic(4),6/1/21,110.508
East South Central(4),6/1/21,109.882
West South Central(4),6/1/21,108.233
West,6/1/21,288.263
West - Size Class A,6/1/21,296.099
West - Size Class B/C(3),6/1/21,168.425
Mountain(4),6/1/21,112.731
Pacific(4),6/1/21,111.751
Size classes,6/1/21,
Size Class A(5),6/1/21,249.675
Size Class B/C(3),6/1/21,165.858
Selected local areas,6/1/21,
"Chicago-Naperville-Elgin, IL-IN-WI",6/1/21,254.974
"Los Angeles-Long Beach-Anaheim, CA",6/1/21,289.218
"New York-Newark-Jersey City, NY-NJ-PA",6/1/21,293.872
"Atlanta-Sandy Springs-Roswell, GA",6/1/21,261.662
"Baltimore-Columbia-Towson, MD(6)",6/1/21,269.598
"Detroit-Warren-Dearborn, MI",6/1/21,248.876
"Houston-The Woodlands-Sugar Land, TX",6/1/21,239.374
"Miami-Fort Lauderdale-West Palm Beach, FL",6/1/21,284.797
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6/1/21,270.499
"Phoenix-Mesa-Scottsdale, AZ(7)",6/1/21,153.672
"San Francisco-Oakland-Hayward, CA",6/1/21,309.497
"Seattle-Tacoma-Bellevue, WA",6/1/21,296.573
"St. Louis, MO-IL",6/1/21,247.777
Urban Alaska,6/1/21,239.296
"Boston-Cambridge-Newton, MA-NH",6/1/21,
"Dallas-Fort Worth-Arlington, TX",6/1/21,
"Denver-Aurora-Lakewood, CO",6/1/21,
"Minneapolis-St.Paul-Bloomington, MN-WI",6/1/21,
"Riverside-San Bernardino-Ontario, CA(4)",6/1/21,
"San Diego-Carlsbad, CA",6/1/21,
"Tampa-St. Petersburg-Clearwater, FL(8)",6/1/21,
Urban Hawaii,6/1/21,
"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",6/1/21,
U.S. city average,7/1/21,273.003
Region and area size(2),7/1/21,
Northeast,7/1/21,285.22
Northeast - Size Class A,7/1/21,287.813
Northeast - Size Class B/C(3),7/1/21,168.552
New England(4),7/1/21,108.996
Middle Atlantic(4),7/1/21,109.517
Midwest,7/1/21,254.671
Midwest - Size Class A,7/1/21,254.319
Midwest - Size Class B/C(3),7/1/21,163.198
East North Central(4),7/1/21,110.136
West North Central(4),7/1/21,111.212
South,7/1/21,263.013
South - Size Class A,7/1/21,266.462
South - Size Class B/C(3),7/1/21,166.707
South Atlantic(4),7/1/21,111.061
East South Central(4),7/1/21,110.293
West South Central(4),7/1/21,108.881
West,7/1/21,289.863
West - Size Class A,7/1/21,297.881
West - Size Class B/C(3),7/1/21,169.267
Mountain(4),7/1/21,113.562
Pacific(4),7/1/21,112.297
Size classes,7/1/21,
Size Class A(5),7/1/21,250.628
Size Class B/C(3),7/1/21,166.793
Selected local areas,7/1/21,
"Chicago-Naperville-Elgin, IL-IN-WI",7/1/21,255.929
"Los Angeles-Long Beach-Anaheim, CA",7/1/21,290.89
"New York-Newark-Jersey City, NY-NJ-PA",7/1/21,293.553
"Atlanta-Sandy Springs-Roswell, GA",7/1/21,
"Baltimore-Columbia-Towson, MD(6)",7/1/21,
"Detroit-Warren-Dearborn, MI",7/1/21,
"Houston-The Woodlands-Sugar Land, TX",7/1/21,
"Miami-Fort Lauderdale-West Palm Beach, FL",7/1/21,
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",7/1/21,
"Phoenix-Mesa-Scottsdale, AZ(7)",7/1/21,
"San Francisco-Oakland-Hayward, CA",7/1/21,
"Seattle-Tacoma-Bellevue, WA",7/1/21,
"St. Louis, MO-IL",7/1/21,
Urban Alaska,7/1/21,
"Boston-Cambridge-Newton, MA-NH",7/1/21,295.211
"Dallas-Fort Worth-Arlington, TX",7/1/21,253.319
"Denver-Aurora-Lakewood, CO",7/1/21,285.268
"Minneapolis-St.Paul-Bloomington, MN-WI",7/1/21,267.241
"Riverside-San Bernardino-Ontario, CA(4)",7/1/21,114.682
"San Diego-Carlsbad, CA",7/1/21,323.906
"Tampa-St. Petersburg-Clearwater, FL(8)",7/1/21,248.811
Urban Hawaii,7/1/21,298.82
"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",7/1/21,279.099
U.S. city average,8/1/21,273.567
Region and area size(2),8/1/21,
Northeast,8/1/21,285.63
Northeast - Size Class A,8/1/21,288.105
Northeast - Size Class B/C(3),8/1/21,168.886
New England(4),8/1/21,109.194
Middle Atlantic(4),8/1/21,109.659
Midwest,8/1/21,255.142
Midwest - Size Class A,8/1/21,254.555
Midwest - Size Class B/C(3),8/1/21,163.587
East North Central(4),8/1/21,110.248
West North Central(4),8/1/21,111.623
South,8/1/21,263.728
South - Size Class A,8/1/21,267.404
South - Size Class B/C(3),8/1/21,167.078
South Atlantic(4),8/1/21,111.439
East South Central(4),8/1/21,110.235
West South Central(4),8/1/21,109.192
West,8/1/21,290.393
West - Size Class A,8/1/21,298.574
West - Size Class B/C(3),8/1/21,169.477
Mountain(4),8/1/21,113.807
Pacific(4),8/1/21,112.489
Size classes,8/1/21,
Size Class A(5),8/1/21,251.164
Size Class B/C(3),8/1/21,167.128
Selected local areas,8/1/21,
"Chicago-Naperville-Elgin, IL-IN-WI",8/1/21,256.078
"Los Angeles-Long Beach-Anaheim, CA",8/1/21,291.333
"New York-Newark-Jersey City, NY-NJ-PA",8/1/21,293.927
"Atlanta-Sandy Springs-Roswell, GA",8/1/21,264.502
"Baltimore-Columbia-Towson, MD(6)",8/1/21,271.067
"Detroit-Warren-Dearborn, MI",8/1/21,250.003
"Houston-The Woodlands-Sugar Land, TX",8/1/21,241.088
"Miami-Fort Lauderdale-West Palm Beach, FL",8/1/21,285.472
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",8/1/21,272.044
"Phoenix-Mesa-Scottsdale, AZ(7)",8/1/21,153.931
"San Francisco-Oakland-Hayward, CA",8/1/21,311.167
"Seattle-Tacoma-Bellevue, WA",8/1/21,299.704
"St. Louis, MO-IL",8/1/21,250.237
Urban Alaska,8/1/21,239.899
"Boston-Cambridge-Newton, MA-NH",8/1/21,
"Dallas-Fort Worth-Arlington, TX",8/1/21,
"Denver-Aurora-Lakewood, CO",8/1/21,
"Minneapolis-St.Paul-Bloomington, MN-WI",8/1/21,
"Riverside-San Bernardino-Ontario, CA(4)",8/1/21,
"San Diego-Carlsbad, CA",8/1/21,
"Tampa-St. Petersburg-Clearwater, FL(8)",8/1/21,
Urban Hawaii,8/1/21,
"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",8/1/21,
U.S. city average,9/1/21,274.31
Region and area size(2),9/1/21,
Northeast,9/1/21,286.423
Northeast - Size Class A,9/1/21,289.167
Northeast - Size Class B/C(3),9/1/21,169.156
New England(4),9/1/21,109.213
Middle Atlantic(4),9/1/21,110.069
Midwest,9/1/21,255.709
Midwest - Size Class A,9/1/21,255.359
Midwest - Size Class B/C(3),9/1/21,163.861
East North Central(4),9/1/21,110.465
West North Central(4),9/1/21,111.936
South,9/1/21,264.593
South - Size Class A,9/1/21,268.332
South - Size Class B/C(3),9/1/21,167.607
South Atlantic(4),9/1/21,111.906
East South Central(4),9/1/21,110.37
West South Central(4),9/1/21,109.463
West,9/1/21,291.053
West - Size Class A,9/1/21,299.082
West - Size Class B/C(3),9/1/21,169.977
Mountain(4),9/1/21,114.16
Pacific(4),9/1/21,112.71
Size classes,9/1/21,
Size Class A(5),9/1/21,251.898
Size Class B/C(3),9/1/21,167.553
Selected local areas,9/1/21,
"Chicago-Naperville-Elgin, IL-IN-WI",9/1/21,256.881
"Los Angeles-Long Beach-Anaheim, CA",9/1/21,292.209
"New York-Newark-Jersey City, NY-NJ-PA",9/1/21,295.488
"Atlanta-Sandy Springs-Roswell, GA",9/1/21,
"Baltimore-Columbia-Towson, MD(6)",9/1/21,
"Detroit-Warren-Dearborn, MI",9/1/21,
"Houston-The Woodlands-Sugar Land, TX",9/1/21,
"Miami-Fort Lauderdale-West Palm Beach, FL",9/1/21,
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",9/1/21,
"Phoenix-Mesa-Scottsdale, AZ(7)",9/1/21,
"San Francisco-Oakland-Hayward, CA",9/1/21,
"Seattle-Tacoma-Bellevue, WA",9/1/21,
"St. Louis, MO-IL",9/1/21,
Urban Alaska,9/1/21,
"Boston-Cambridge-Newton, MA-NH",9/1/21,294.784
"Dallas-Fort Worth-Arlington, TX",9/1/21,254.95
"Denver-Aurora-Lakewood, CO",9/1/21,286.186
"Minneapolis-St.Paul-Bloomington, MN-WI",9/1/21,270.24
"Riverside-San Bernardino-Ontario, CA(4)",9/1/21,115.557
"San Diego-Carlsbad, CA",9/1/21,324.138
"Tampa-St. Petersburg-Clearwater, FL(8)",9/1/21,251.221
Urban Hawaii,9/1/21,301.891
"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",9/1/21,280.933
U.S. city average,10/1/21,276.589
Region and area size(2),10/1/21,
Northeast,10/1/21,288.236
Northeast - Size Class A,10/1/21,290.515
Northeast - Size Class B/C(3),10/1/21,170.591
New England(4),10/1/21,110.209
Middle Atlantic(4),10/1/21,110.653
Midwest,10/1/21,257.793
Midwest - Size Class A,10/1/21,257.306
Midwest - Size Class B/C(3),10/1/21,165.247
East North Central(4),10/1/21,111.421
West North Central(4),10/1/21,112.723
South,10/1/21,267.16
South - Size Class A,10/1/21,270.858
